MJ文字図形名	対応するUCS(参考)	総画数	読み(参考)
MJ025462	U+8E87	20	チャク・チョ・ジョ・ためらう
MJ025463	U+8E87	18	チャク・チョ・ためらう
MJ025466	U+8E89	20	トン
MJ025470	U+8E8D	21	ヤク・テキ・チャク・おどる
MJ025475	U+8E91	22	テキ・ジャク
MJ025476	U+8E91	22	テキ
MJ025477	U+8E91	22	テキ
MJ025486	U+8E9A	23	セン
MJ025493	U+8EA1	25	ジョウ・ふむ
MJ025494	U+8EA1	25	ジョウ・ふむ
MJ025504	U+8EAA	27	リン・ふむ
MJ025507	U+8EAC	10	キュウ・み
MJ025511	U+8EAF	11	ク・からだ
MJ025513	U+8EB0	12	タイ・からだ
MJ025527	U+8EBD	16	エン
MJ025529	U+8EBE	16	しつけ
MJ025532	U+8EC0	18	ク・からだ・み・むくろ
MJ025537	U+8EC4	19	ショク・シキ・トク・ドク・シ・つかさどる・つとめ・つかさ・もとより
MJ025539	U+8EC5	19	たか
MJ025541	U+8EC6	20	タイ
MJ025544	U+8EC8	24	やがて
MJ025558	U+8ED4	10	ジン・ジ・ニ・ニン
MJ025586	U+8EF1	12	コ・ク
MJ025606	U+8F03	13	カク
MJ025624	U+8F13	15	バン・ひく
MJ025636	U+8F1D	15	キ・かがやく
MJ025638	U+8F1E	15	モウ
MJ025644	U+8F24	15	セン
MJ025651	U+8F29	15	ハイ
MJ025668	U+8F38	16	ユ・シュ・おくる
MJ025682	U+8F44	17	カツ・ゲチ・カイ・ケ・ガチ・くさび
MJ025684	U+8F44	17	カツ・くさび
MJ025693	U+8F4C	18	そり
MJ025700	U+8F52	20	フン
MJ025702	U+8F54	19	リン・ふみにじる・ふむ
MJ025705	U+8F55	20	カツ・ケチ
MJ025723	U+8F65	27	リン
MJ025726	U+8F9B	7	シン・カン・ケン・からい
MJ025740	U+8FAC	18	ハン・まだら
MJ025743	U+8FAD	19	ジ・シ・やめる
MJ025748	U+8FB1	10	ジョク・ニク・はずかしめる・かたじけない・はずかしめ
MJ025754	U+8FB7	4	すべる
MJ025759	U+8FBA	6	ヘン・あたり・べ
MJ025760	U+8FBB	5	つじ
MJ025763	U+8FBC	6	こむ・こめる・こみ
MJ025765	U+8FBE	6	タツ・タチ・タイ・とおる
MJ025767	U+8FBF	6	テン・たどり・たどる
MJ025772	U+8FC2	6	ウ
MJ025774	U+8FC3	6	ウ
MJ025776	U+8FC3	7	ウ
MJ025777	U+8FC4	6	キツ・コチ・まで・いたる
MJ025780	U+8FC5	7	ジン・シン・シュン・はやい
MJ025781	U+8FC6	6	イ
MJ025786	U+8FCA	7	ソウ
MJ025788	U+8FCB	7	オウ・キャク・キョク・ゆく
MJ025791	U+8FCD	7	チュン・トン・たちもとおる・ゆきなやむ
MJ025794	U+8FCE	8	ゲイ・ギョウ・むかえる
MJ025799	U+8FD1	8	キン・コン・キ・ちかい
MJ025800	U+8FD2	7	コウ・ゴウ・あしあと・わだち
MJ025802	U+8FD3	7	ガ・ギョ・ゲ・ゴ・むかえる
MJ025803	U+8FD3	8	ガ・ギョ・ゲ・ゴ・むかえる
MJ025806	U+8FD4	8	ヘン・ホン・ハン・バン・かえす・かえる
MJ025807	U+8FD5	7	ゴ・さからう・そむく
MJ025812	U+8FDA	7	とて・とても
MJ025817	U+8FE0	8	チョウ・ショウ・ゆく
MJ025819	U+8FE1	8	デイ・ちかい
MJ025821	U+8FE2	8	チョウ
MJ025823	U+8FE3	8	セイ・テイ・レイ・さえぎる
MJ025825	U+8FE4	8	イ・タ・ダ・これ
MJ025827	U+8FE5	8	ケイ・ギョウ・はるか
MJ025829	U+8FE6	8	カ・カイ・キャ・ケ・ゲ
MJ025833	U+8FE8	8	タイ・いたる・およぶ・ねがう・まで
MJ025836	U+8FE9	9	ニ・ジ・ちかい
MJ025837	U+8FE9	9	ニ・ジ・ちかい
MJ025839	U+8FEA	9	テキ・ジャク・トク・ドク・みち
MJ025841	U+8FEB	9	ハク・ヒャク・せまる
MJ025843	U+8FEC	9	オウ
MJ025845	U+8FED	9	テツ・デチ・イツ・イチ・たがいに
MJ025846	U+8FEE	8	サク・せまる
MJ025849	U+8FEF	9	トウ・にげる
MJ025850	U+8FEF	8	トウ・にげる
MJ025852	U+8FF0	9	ジュツ・シュツ・ジュチ・のべる
MJ025853	U+8FF1	8	タ・イ
MJ025856	U+8FF4	9	エ・カイ・めぐる・まわる
MJ025858	U+8FF5	9	ズ・トウ・すぎる・とおる
MJ025862	U+8FF7	10	メイ・ベイ・ビ・ミ・まよう
MJ025864	U+8FF8	9	ホウ・はしる・ほとばしる
MJ025865	U+8FF9	9	セキ・あと
MJ025867	U+8FFA	9	ダイ・ナイ・すなわち
MJ025869	U+8FFB	9	イ・うつす・うつる
MJ025872	U+8FFD	10	ツイ・タイ・テ・スイ・ズイ・おう
MJ025874	U+8FFE	9	レツ・レイ・さえぎる
MJ025876	U+8FFF	9	シュン・ジュン・ケン・さきんずる
MJ025879	U+9000	10	タイ・テ・トン・しりぞく・しりぞける
MJ025881	U+9001	10	ソウ・ス・おくる
MJ025882	U+9002	9	カツ・はやい
MJ025885	U+9003	10	トウ・ドウ・にげる・にがす・のがす・のがれる
MJ025886	U+9004	9	ホウ・ふさぐ
MJ025887	U+9004	10	ボウ・ホウ
MJ025889	U+9005	9	コウ・あう・まみえる
MJ025892	U+9006	10	ギャク・ゲキ・さか・さからう
MJ025895	U+9008	9	ケイ
MJ025897	U+900B	10	ホ・のがれる・にげる
MJ025899	U+900C	10	ユ・ユウ・くつろぐ・ゆるやか
MJ025901	U+900D	10	ショウ・さまよう
MJ025903	U+900D	10	ショウ
MJ025904	U+900E	10	シュウ・せまる
MJ025906	U+900E	11	シュウ・せまる・つよい
MJ025907	U+900E	10	シュウ・せまる
MJ025909	U+900F	11	トウ・ツ・シュク・すく・すかす・すける・とおる
MJ025911	U+9010	11	チク・ジク・テキ・ジャク・チュウ・ジュ・トン・ドン・おう
MJ025912	U+9010	12	チク・ドク・テキ・ジャク・チュウ・ジュ・トン・ドン・おう
MJ025913	U+9011	10	キュウ・つれあい
MJ025915	U+9011	10	キュウ・つれあい
MJ025918	U+9013	11	テイ
MJ025920	U+9014	11	ト・ズ・みち
MJ025921	U+9015	10	ケイ・キョウ・こみち
MJ025923	U+9016	10	テキ・とおい
MJ025925	U+9016	10	テキ・とおい
MJ025926	U+9017	10	ズ・トウ・チュ・ジュ・キ・とどまる
MJ025929	U+9018	10	ギ・シ・ゲ・ジ・すすむ・まつ
MJ025930	U+9019	10	シャ・ゲン・ゴン・はい・はう・むかえる
MJ025933	U+901A	11	ツウ・ツ・トウ・とおる・とおす・かよう
MJ025934	U+901B	10	キョウ・あざむく
MJ025938	U+901D	11	セイ・ゼイ・セツ・ゼチ・ゆく
MJ025939	U+901E	10	テイ・たくましい
MJ025940	U+901E	11	テイ・エイ・チョウ・ヨウ・たくましい
MJ025942	U+901E	10	テイ・エイ・チョウ・たくましい
MJ025945	U+901F	11	ソク・はやい・はやめる・すみやか
MJ025947	U+9020	11	ゾウ・ソウ・ショウ・つくる
MJ025949	U+9021	10	シュン・しりぞく・しさる
MJ025951	U+9022	10	ホウ・ブ・ボ・あい・あう・むかえる
MJ025954	U+9023	11	レン・ラン・つらなる・つらねる・つれる
MJ025955	U+9024	10	サ
MJ025959	U+9027	10	さこ・せこ・はざま・ざこ
MJ025961	U+9028	11	ライ
MJ025962	U+9029	11	ホン・はしる
MJ025964	U+902A	11	サク・まじる
MJ025966	U+902B	11	ケツ・とおい
MJ025968	U+902C	11	ホウ・ヒョウ・はしる・ほとばしる
MJ025970	U+902D	11	カン・ガン・のがれる
MJ025973	U+902E	12	タイ・ダイ・テイ・デ・およぶ
MJ025974	U+902F	11	リョク・ロク・タイ・ゆく
MJ025978	U+9031	12	シュウ・シュ・めぐる
MJ025980	U+9032	12	シン・ジン・すすむ・すすめる
MJ025982	U+9034	11	タク・チャク・とおい
MJ025984	U+9035	11	キ・おおじ
MJ025986	U+9035	11	キ
MJ025989	U+9036	11	イ
MJ025991	U+9037	11	テキ・とおい
MJ025994	U+9038	11	イツ
MJ025995	U+9038	11	イツ
MJ025996	U+9038	13	イツ
MJ025998	U+9039	11	タツ
MJ026000	U+9039	12	タツ・ダチ・タチ・とおる・とどく
MJ026001	U+9039	11	タツ・ダチ・タチ・とおる・とどく
MJ026003	U+903C	13	ヒツ・ヒョク・ヒキ・せまる
MJ026005	U+903E	12	ユ・トウ・いよいよ・こえる
MJ026007	U+903E	12	ユ・いよいよ・こえる
MJ026008	U+903F	12	トウ・すぎる
MJ026010	U+9040	12	ズイ・したがう
MJ026012	U+9041	12	トン・ドン・シュン・のがれる
MJ026014	U+9041	13	トン・のがれる
MJ026016	U+9042	12	スイ・とげる
MJ026017	U+9042	13	スイ・ズイ・とげる
MJ026018	U+9042	12	スイ・とげる
MJ026021	U+9044	12	セン・ゼン
MJ026024	U+9045	13	チ・おくれる・おくらす・おそい
MJ026027	U+9047	13	グウ・ゴウ・グ・ギョウ・あう
MJ026028	U+9047	13	グウ・グ・ゴウ・ギョウ
MJ026030	U+9049	12	テイ・うかがう・さすが・さすがに
MJ026033	U+904A	13	ユウ・ユ・あそぶ
MJ026035	U+904B	13	ウン・はこぶ
MJ026036	U+904C	12	ガク・ゴ・であう
MJ026038	U+904C	13	ガク・ゴ・グ・であう
MJ026040	U+904D	13	ヘン・あまねし
MJ026042	U+904E	13	カ・ガ・すぎる・すごす・あやまつ・あやまち
MJ026043	U+904F	12	アツ・とどめる
MJ026044	U+904F	12	アツ・カツ・とどめる・とめる・やめる
MJ026046	U+904F	11	アツ・とどめる
MJ026047	U+9050	12	カ・とおい・なんぞ
MJ026049	U+9050	12	カ・とおい・なんぞ
MJ026050	U+9051	12	コウ・いとま・ひま
MJ026052	U+9052	12	シュウ・せまる・つよい
MJ026054	U+9052	13	シュウ・ジュ・せまる・つよい
MJ026055	U+9052	13	シュウ・せまる・つよい
MJ026056	U+9052	12	シュウ・ジュ・せまる・つよい
MJ026057	U+9052	13	シュウ・せまる・つよい
MJ026059	U+9053	13	ドウ・トウ・みち
MJ026061	U+9054	13	タツ・ダチ・とどく
MJ026062	U+9055	13	イ・カイ・エ・ちがう・ちがえる
MJ026063	U+9055	13	イ・ちがう・ちがえる・さる・たがう
MJ026065	U+9055	13	イ・ちがう・ちがえる
MJ026066	U+9055	13	イ・ちがう・ちがえる
MJ026067	U+9056	12	あっぱれ
MJ026069	U+9058	13	コウ・あう・まみえる
MJ026070	U+9058	14	コウ・ク・あう
MJ026072	U+9058	13	コウ・ク・あう
MJ026073	U+9059	13	ヨウ・はるか
MJ026076	U+905B	13	リュウ・とどまる
MJ026078	U+905C	13	ソン・へりくだる・ゆずる
MJ026080	U+905D	13	トウ
MJ026082	U+905E	13	テイ・たがいに
MJ026084	U+905F	13	チ・おそい
MJ026087	U+9060	14	エン・オン・とおい
MJ026088	U+9060	14	エン・とおい
MJ026089	U+9061	13	ソ・さかのぼる
MJ026091	U+9062	13	トウ
MJ026093	U+9062	14	トウ
MJ026095	U+9063	14	ケン・つかう・つかわす
MJ026097	U+9065	13	ヨウ・はるか
MJ026099	U+9066	14	カン・なれる・けがす・ゆく
MJ026100	U+9067	14	ショウ・あきらか
MJ026102	U+9068	14	ゴウ・あそぶ
MJ026104	U+9068	14	ゴウ・あそぶ
MJ026106	U+9069	15	テキ・セキ・シャク・チャク・タク・シ・かなう
MJ026107	U+9069	15	テキ・ゆく・かなう・まさに
MJ026110	U+906C	14	ソク・すみやか
MJ026113	U+906D	15	ソウ・あう
MJ026115	U+906E	14	シャ・セ・さえぎる
MJ026116	U+906E	15	シャ・さえぎる
MJ026117	U+906E	15	シャ・さえぎる
MJ026118	U+906F	14	トン・ドン・のがれる
MJ026120	U+906F	15	トン・のがれる
MJ026121	U+906F	15	トン・のがれる
MJ026122	U+906F	14	トン・のがれる
MJ026123	U+9070	14	テイ・セイ・タイ・さる
MJ026126	U+9072	15	チ・おくれる・おくらす・おそい
MJ026129	U+9073	14	サ
MJ026130	U+9073	15	サ
MJ026131	U+9074	16	リン・なやむ
MJ026132	U+9074	17	リン・なやむ
MJ026134	U+9074	16	リン・なやむ
MJ026136	U+9075	15	ジュン・したがう
MJ026137	U+9075	16	ジュン・シュン・したがう
MJ026138	U+9076	15	ジョウ・ニョウ・ショウ・めぐる
MJ026141	U+9077	15	セン・うつる・うつす
MJ026142	U+9077	15	セン・うつす・うつる
MJ026143	U+9077	16	セン・うつる
MJ026144	U+9077	16	セン・うつる
MJ026145	U+9077	15	セン・うつる
MJ026147	U+9078	15	セン・えらぶ
MJ026148	U+9078	16	セン・サン・サツ・サチ・セツ・セチ・えらぶ
MJ026149	U+9079	15	イツ・シュツ・したがう
MJ026152	U+907A	16	イ・ユイ・スイ・ズイ・のこす
MJ026153	U+907B	15	ガク・ゴ・であう
MJ026156	U+907C	16	リョウ・はるか
MJ026157	U+907D	16	キョ・あわただしい・にわか・すみやか
MJ026159	U+907D	17	キョ・あわただしい・にわか
MJ026160	U+907D	17	キョ・あわただしい・にわか
MJ026161	U+907D	16	キョ・あわただしい・にわか
MJ026164	U+907F	17	ヒ・ビ・さける
MJ026165	U+9080	16	ヨウ・キョウ・むかえる・もとめる
MJ026167	U+9080	16	ヨウ・むかえる・もとめる
MJ026168	U+9081	15	マイ・バイ・ゆく
MJ026170	U+9081	16	マイ・バイ・ゆく
MJ026171	U+9081	17	マイ・バイ・メ・ゆく
MJ026172	U+9082	16	カイ・あう
MJ026174	U+9083	17	スイ・ふかい・おくぶかい
MJ026175	U+9083	18	スイ・ふかい・おくぶかい
MJ026177	U+9083	17	スイ・ふかい
MJ026178	U+9083	17	スイ・ふかい
MJ026179	U+9083	18	スイ・ふかい
MJ026181	U+9084	17	カン・ゲン・セン・ゼン・エイ・かえる
MJ026182	U+9085	16	テン・デン・めぐらす・めぐる・ゆきなやむ
MJ026185	U+9087	17	ジ・ニ・ちかい
MJ026187	U+9087	17	ジ・ニ
MJ026188	U+9088	17	バク・マク・あなどる・とおい・はるか・もだえる
MJ026191	U+9089	17	あたり
MJ026192	U+9089	16	ヘン・あたり・べ
MJ026193	U+9089	16	あたり
MJ026194	U+9089	16	あたり
MJ026195	U+9089	16	あたり
MJ026196	U+9089	17	ヘン・ほとり・あたり・わたり
MJ026197	U+9089	17	ヘン・あたり・べ・ほとり
MJ026199	U+908A	18	ヘン・あたり・べ・ほとり
MJ026201	U+908A	18	ヘン・ほとり・あたり・わたり・べ
MJ026202	U+908A	17	ヘン・わたり・あたり・べ・ほとり
MJ026203	U+908A	17	ヘン・あたり
MJ026204	U+908A	18	ヘン・あたり
MJ026205	U+908A	17	ヘン・あたり
MJ026206	U+908A	18	ヘン・あたり
MJ026207	U+908A	16	ヘン・あたり・べ・ほとり
MJ026209	U+908B	18	リョウ・ロウ・くじく
MJ026211	U+908C	18	レイ・おそい・おもむろ
MJ026213	U+908D	19	ゲン
MJ026215	U+908E	21	ユウ
MJ026217	U+908F	22	ラ・めぐる・みまわる
MJ026219	U+9090	22	リ・つづく・つらなる
MJ026230	U+9099	6	ボウ・モウ
MJ026238	U+90A3	7	ナ・ダ・ダン・ナン・なんぞ
MJ026243	U+90A6	7	ホウ・くに
MJ026244	U+90A6	7	ホウ・くに
MJ026245	U+90A6	7	ホウ
MJ026246	U+90A6	7	ホウ
MJ026250	U+90A8	7	トン・ソン・むら
MJ026254	U+90AA	7	ジャ・シャ・ヤ・ヨ・ショ・ジョ・よこしま
MJ026256	U+90AA	8	ジャ・か・ななめ・や・よこしま
MJ026258	U+90AB	11	ホウ・くに
MJ026269	U+90B4	8	ヘイ・ヒョウ
MJ026297	U+90D2	13	ロウ・おとこ
MJ026306	U+90DB	10	フ
MJ026314	U+90E2	10	エイ
MJ026315	U+90E2	10	エイ
MJ026318	U+90E4	10	ケキ・ゲキ・キャク
MJ026330	U+90F1	11	ヘイ・ビョウ
MJ026345	U+9100	12	ジャク・ニャク・チャク
MJ026348	U+9102	12	ガク
MJ026366	U+9115	13	キョウ・ゴウ・さと
MJ026368	U+9115	13	キョウ・ゴウ
MJ026369	U+9115	13	キョウ・ゴウ
MJ026376	U+911A	14	バク・マク
MJ026378	U+911B	17	ソウ
MJ026388	U+9123	14	ショウ・ソウ・ふさぐ
MJ026399	U+912D	15	テイ・ジョウ
MJ026401	U+912E	15	ボウ・モ
MJ026404	U+9130	16	リン・となり
MJ026405	U+9130	16	リン・となり
MJ026413	U+9137	16	ホウ
MJ026420	U+913D	18	テン・デン・たな・みせ
MJ026428	U+9145	21	ケイ・エ
MJ026434	U+914B	9	シュウ・ジュ・おさ
MJ026437	U+914C	10	シャク・くむ
MJ026440	U+914D	10	ハイ・くばる・つれあい
MJ026441	U+914D	10	ハイ・くばる
MJ026442	U+914D	10	ハイ・くばる
MJ026448	U+9152	10	シュ・シュウ・さけ・さか
MJ026463	U+9162	12	サク・ソ・す
MJ026471	U+916A	13	ラク・ちちざけ
MJ026474	U+916C	13	シュウ・むくいる・むくい
MJ026479	U+9172	14	テイ
MJ026483	U+9175	14	コウ・もと
MJ026485	U+9177	14	コク・カク・むごい
MJ026487	U+9178	14	サン・すい
MJ026489	U+9178	14	サン・すい
MJ026523	U+919A	16	ビ・メイ
MJ026526	U+919C	17	シュウ・みにくい
MJ026536	U+91A4	17	ショウ・ソウ・ひしお
MJ026541	U+91A7	18	ヨ・オ・オウ
MJ026543	U+91A8	18	リ
MJ026546	U+91AA	18	ロウ
MJ026548	U+91AB	18	イ・エイ・いやす
MJ026550	U+91AC	18	シュウ・ひしお
MJ026555	U+91B0	19	タン・ドン
MJ026561	U+91B5	20	キョ
MJ026562	U+91B5	20	キョ
MJ026565	U+91B7	20	オク・ヨク・イキ・イ・アイ・エ・タン・トン
MJ026569	U+91BA	20	クン・よう
MJ026576	U+91C1	26	キン・ちぬる
MJ026578	U+91C1	26	キン・すき
MJ026579	U+91C1	26	キン・すき
MJ026580	U+91C1	25	キン・すき
MJ026587	U+91C7	8	サイ・ソウ・シュ・とる
MJ026591	U+91CB	21	
MJ026608	U+91DC	10	フ・かま
MJ026612	U+91DF	10	ハツ
MJ026616	U+91E3	11	チョウ・つる・つり
MJ026624	U+91E9	11	ハン・ホン・つく
MJ026627	U+91EB	11	カ・オ・ゲ・ゴ・シャ・コ・ウ・ジャ
MJ026631	U+91EE	11	セイ・ザイ
MJ026633	U+91EF	11	ボウ・モウ・ほこさき
MJ026639	U+91F5	11	サイ・サ・セ・かんざし
MJ026648	U+91FC	11	ケン・つるぎ
MJ026649	U+91FC	11	ジツ・ニチ・ケン・つるぎ
MJ026673	U+9210	12	ケン・おさえる・かぎ・からすき・くさび・しずめる・しるし・じょう・すき
MJ026678	U+9213	12	ジン・ぬれる・かがむ・まがる
MJ026702	U+9229	12	ロ・いろり
MJ026718	U+9238	12	ハツ・バチ
MJ026729	U+9242	13	シ
MJ026733	U+9245	13	キョ・はがね
MJ026740	U+924B	13	ホウ・かんな
MJ026748	U+9252	13	チュ・おく・あらがね
MJ026758	U+925B	13	エン・なまり
MJ026759	U+925B	13	エン・なまり
MJ026766	U+9261	13	ハン・バン
MJ026774	U+9268	13	デイ
MJ026789	U+9278	14	コウ・かねかざり・はさみ
MJ026794	U+927C	16	ヘイ・ヒョウ・ビョウ
MJ026801	U+9283	13	ジュウ・つつ
MJ026816	U+928E	14	キョウ
MJ026822	U+9293	14	セン・はかり・はかる
MJ026838	U+92A2	13	
MJ026858	U+92B7	15	ショウ・けす・とける
MJ026874	U+92C6	15	イン
MJ026880	U+92CB	16	セン
MJ026882	U+92CC	15	チョウ・テイ・ジョウ
MJ026883	U+92CC	15	チョウ・テイ・ジョウ
MJ026893	U+92D5	15	シ・きざむ
MJ026895	U+92D7	14	ケン
MJ026897	U+92D8	14	ゴ
MJ026904	U+92DD	15	セチ・セツ・レチ・レツ
MJ026909	U+92E3	15	ヤ
MJ026917	U+92E9	15	モウ・ボウ
MJ026918	U+92E9	15	モウ・ボウ・ほこさき
MJ026924	U+92EE	14	セイ
MJ026937	U+92FB	16	ケン
MJ026943	U+9300	16	リン・フン
MJ026945	U+9302	16	リョウ
MJ026951	U+9306	16	セイ・ショウ・ソウ・さび
MJ026974	U+931A	14	ソウ・ショウ・どら
MJ026975	U+931A	16	ソウ
MJ026990	U+9328	17	ビョウ・ミョウ・いかり
MJ027003	U+9335	16	カ・にえ
MJ027009	U+933A	16	かざり
MJ027017	U+9348	17	エイ・ヨウ
MJ027027	U+9351	17	フウ・フ・フク
MJ027049	U+9365	17	ケイ・ケツ・ケチ・かま・きざむ・たつ
MJ027050	U+9365	17	ケイ・ケツ・かま・きざむ・たつ
MJ027056	U+9369	17	テン
MJ027062	U+936E	17	チュウ
MJ027068	U+9373	17	カン・かがみ
MJ027071	U+9375	17	ケン・かぎ
MJ027090	U+938B	18	カツ・ゲチ
MJ027092	U+938C	18	レン・かま
MJ027103	U+9396	18	サ・くさり
MJ027109	U+939A	18	ツイ・ズイ・タイ・テ・つち
MJ027116	U+93A1	17	シ・ジ
MJ027118	U+93A1	18	シ・ジ
MJ027124	U+93A6	18	リュウ・こしき・かま・ころす
MJ027137	U+93B0	18	イツ・かぎ
MJ027138	U+93B0	18	イツ
MJ027147	U+93B9	17	かすがい
MJ027149	U+93B9	17	かすがい
MJ027150	U+93B9	17	かすがい
MJ027151	U+93B9	18	かすがい
MJ027152	U+93BA	17	はばき
MJ027165	U+93C8	18	レン・テン・くさり
MJ027171	U+93CC	19	バク・マク
MJ027176	U+93D0	19	リュウ
MJ027178	U+93D1	19	テキ・かぶら・やじり
MJ027181	U+93D3	19	ソウ・ボウ・ス・モ
MJ027194	U+93DE	19	ヨウ
MJ027196	U+93E0	18	ホウ・ホコ
MJ027199	U+93E1	19	キョウ・かがみ
MJ027215	U+93F3	19	ソウ・ショウ・かね
MJ027219	U+93F5	20	カ・ゲ
MJ027226	U+93FB	20	リン・レイ・リョウ
MJ027237	U+9404	19	コウ・オウ・おおかま
MJ027253	U+9414	20	シン・ジン・イン・タン・ドン・タク・ダク・つば
MJ027255	U+9415	20	サン・シン・ザン
MJ027259	U+9416	20	キ・ガイ・かま
MJ027263	U+9418	20	ショウ・かね
MJ027274	U+9429	20	スイ
MJ027276	U+9429	21	スイ・ズイ
MJ027278	U+942A	21	ロ
MJ027284	U+942F	21	シャク・チャク・ジャク
MJ027291	U+9435	21	テツ・テチ・デチ・くろがね
MJ027295	U+9439	20	カ・かま
MJ027299	U+943B	21	キョ・のこぎり
MJ027315	U+944A	22	カク・ワク・かま・なべ
MJ027325	U+9452	22	カン・かがみ
MJ027327	U+9453	22	やり
MJ027335	U+945B	22	コウ・あらがね
MJ027343	U+945F	23	トク・ドク・いんばこ
MJ027359	U+946E	25	ハク
MJ027364	U+9471	26	サン・いしばり
MJ027370	U+9475	26	カン・かま
MJ027371	U+9476	26	ソウ・ゾウ
MJ027373	U+9476	26	ソウ・ゾウ
MJ027375	U+9477	26	ジョウ・けぬき
MJ027376	U+9477	26	ジョウ・けぬき
MJ027390	U+9484	29	ロウ
MJ027421	U+958B	14	カイ
MJ027431	U+9592	12	カン・ケン・あいだ・ま・しずか
MJ027433	U+9594	12	ビン・ミン・あわれむ・うれえる
MJ027447	U+95A1	14	ガイ・ケ
MJ027458	U+95AB	15	コン・しきみ
MJ027461	U+95AD	14	
MJ027476	U+95BB	16	エン
MJ027478	U+95BC	16	ア・エン・ヨ・とどめる・ふさぐ
MJ027490	U+95C7	17	アン・オン・エン・イン・くらい・やみ・くらむ・くらます・くらがり
