MJ文字図形名	対応UCS	読み
MJ023735	U+87EB	シン・タン・イン・ドン・ジン・しみ
MJ023747	U+87F6	テイ・まて
MJ023759	U+8801	キョウ・さし・にしどち
MJ023761	U+8802	ショウ
MJ023763	U+8803	ラ・カ・ケ・にし・にな
MJ023767	U+8805	ヨウ・はえ
MJ023769	U+8806	タイ・タツ・チ・テ・タチ・ジ・さそり
MJ023771	U+8807	レイ・かき
MJ023778	U+880D	カツ・さそり
MJ023779	U+880D	カツ
MJ023781	U+880E	モウ・ボウ・うわばみ・おろち
MJ023782	U+880E	モウ・うわばみ・おろち
MJ023783	U+880E	モウ・ボウ・うわばみ・おろち
MJ023789	U+8813	ボウ・ム・モウ・みみず
MJ023793	U+8816	カク・ワク
MJ023798	U+881A	カク・チャク・セキ・シャク・コク・テツ・テチ・ジャク
MJ023799	U+881B	ベツ・メチ
MJ023801	U+881B	ベツ・メチ
MJ023808	U+8821	レイ・リ・にな・ひさご
MJ023809	U+8821	レイ・リ・にな・ひさご
MJ023812	U+8823	レイ・ライ・かき
MJ023817	U+8828	ショウ・シュク
MJ023820	U+882A	ロウ・ル・リョウ・リュ
MJ023822	U+882B	リ
MJ023824	U+882D	ホウ・はち
MJ023833	U+8836	サン・ザン・かいこ
MJ023835	U+8836	サン・ザン・かいこ
MJ023847	U+8841	コウ
MJ023848	U+8842	ジク・ニク
MJ023849	U+8842	ジク・ニク・はなぢ
MJ023858	U+884A	ベツ・バツ・ベン・バン・メチ・マチ・メン・マン・けがす
MJ023859	U+884A	ベツ・バツ・ベン・バン・けがす
MJ023862	U+884B	キョク・コキ・いたむ
MJ023870	U+8853	ジュツ・シュツ・ジュチ・スイ・ズイ・すべ
MJ023878	U+885B	エイ・まもる
MJ023880	U+885B	エイ・エツ・エ・まもる・まもり
MJ023899	U+886E	コン
MJ023902	U+8871	キョウ・コウ・ギョウ
MJ023905	U+8872	ドウ・ノウ・ころも
MJ023930	U+888D	ホウ・ボウ・わたいれ
MJ023944	U+889A	ハツ・フツ・ヒ・ひざかけ
MJ023949	U+889E	コン
MJ023954	U+88A2	ハン
MJ023955	U+88A3	エイ・イ
MJ023998	U+88D2	ホウ・ブ・フウ・ボウ・あつめる
MJ024005	U+88D7	リュウ・ル
MJ024030	U+88F4	ハイ
MJ024038	U+88FA	エン
MJ024051	U+8907	フク・フウ・ブ・かさねる
MJ024055	U+890A	ヘン・ベン・せまい
MJ024065	U+8912	ホウ・ほめる
MJ024071	U+8918	イ・キ・キク・コク
MJ024077	U+891C	ホウ・えな
MJ024079	U+891E	オン・ウン・ぬのこ
MJ024090	U+8927	ケイ
MJ024093	U+892A	タイ・トン・あせる・ぬぐ
MJ024096	U+892B	チ・うばう
MJ024104	U+8933	レン
MJ024106	U+8935	リ
MJ024107	U+8935	リ
MJ024110	U+8936	シュウ
MJ024116	U+893B	セツ・けがれる・なれる
MJ024118	U+893C	セン
MJ024124	U+8941	キョウ・むつき
MJ024127	U+8943	ホウ・ブ・ほめる
MJ024135	U+894A	サイ・セ・サツ・サチ
MJ024145	U+8956	オウ・あお・ふすま
MJ024150	U+895A	スイ・ズイ
MJ024166	U+896A	バツ・マチ・ベツ
MJ024167	U+896A	ベツ・バツ・モチ
MJ024168	U+896A	ベツ
MJ024174	U+896F	シン・はだぎ
MJ024177	U+8971	ロウ・ル・チョウ・ジュ・リョウ・リュ
MJ024179	U+8972	シュウ・おそう
MJ024182	U+8974	ラン
MJ024189	U+897A	ケン
MJ024192	U+897C	ゲイ
MJ024194	U+897D	ラン
MJ024197	U+897F	セイ・サイ・にし
MJ024200	U+8981	ヨウ・いる・かなめ
MJ024204	U+8983	タン・エン
MJ024206	U+8986	フク・フウ・フ・ホク・おおう・くつがえす・くつがえる
MJ024208	U+8986	フク・フウ・フ・ホク・ブ・おおう・くつがえす・くつがえる・おおい・もどる
MJ024209	U+8987	ハ・はたがしら
MJ024212	U+8988	カク・ケツ・しらべる
MJ024214	U+8989	キ
MJ024216	U+898A	キ・おもがい
MJ024220	U+898D	
MJ024224	U+8990	カク・コウ・キョウ・おぼえる・さとる・さとす・さとり
MJ024247	U+89A6	ユ・ねがう
MJ024251	U+89A9	ト・ツ・みる
MJ024257	U+89AF	コウ・ク・カク・あう
MJ024262	U+89B2	キン・まみえる
MJ024267	U+89B6	ラ・レン
MJ024279	U+89C0	カン・みる
MJ024280	U+89C0	カン・みる
MJ024282	U+89D2	カク・かど・つの
MJ024283	U+89D2	カク・かど・つの
MJ024285	U+89D3	キュウ・ク・グ
MJ024292	U+89DA	コ・ク・さかずき
MJ024320	U+89F4	ショウ・さかずき
MJ024340	U+8A0A	ジン・シン・とう・たずねる
MJ024350	U+8A12	ジン・ニン
MJ024358	U+8A18	キ・しるす
MJ024361	U+8A1B	カ・なまる
MJ024363	U+8A1D	ガ・ゲ・いぶかる
MJ024365	U+8A1D	ガ・いぶかる
MJ024366	U+8A1D	ガ・いぶかる
MJ024369	U+8A1F	ショウ
MJ024376	U+8A25	トツ・どもる
MJ024399	U+8A3B	チュウ・チュ・シュ
MJ024401	U+8A3B	チュウ
MJ024422	U+8A4E	キョ・なに・なにすれぞ・なんぞ
MJ024429	U+8A55	ヒョウ・ヘイ・ビョウ・はかる
MJ024441	U+8A60	エイ・ヨウ・エ・うたう・よむ・ながむ
MJ024446	U+8A64	コウ・キョウ
MJ024447	U+8A64	コウ・ねごと
MJ024457	U+8A6D	キ・いつわる
MJ024458	U+8A6E	セン
MJ024464	U+8A72	ガイ・かねる
MJ024475	U+8A7C	カイ・たわむれ
MJ024484	U+8A84	ルイ
MJ024487	U+8A86	キョウ・ゴウ
MJ024493	U+8A8D	ニン・ジン・ジョウ・ニョウ・みとめる
MJ024502	U+8A95	タン・ダン・いつわる
MJ024504	U+8A95	タン
MJ024511	U+8A9A	ショウ・せめる
MJ024518	U+8AA0	セイ・ジョウ・まこと
MJ024522	U+8AA4	ゴ・あやまる
MJ024524	U+8AA4	ゴ・あやまる
MJ024526	U+8AA5	コウ・コク・つげる
MJ024527	U+8AA5	コウ・つげる
MJ024531	U+8AA8	カイ・おしえる
MJ024538	U+8AAE	やさしい
MJ024548	U+8AB7	ボウ・モウ
MJ024551	U+8AB9	ヒ・そしる
MJ024557	U+8ABE	ギン
MJ024558	U+8ABF	チョウ・ジョウ・チュウ・チュ・しらべる・ととのう・ととのえる
MJ024571	U+8ACB	セイ・シン・ショウ・ジョウ・こう・うける
MJ024575	U+8ACD	ソウ・あらそう・いさかう・いさめる・うったえる
MJ024594	U+8ADB	ユ・へつらい・へつらう
MJ024595	U+8ADB	ユ・へつらい・へつらう
MJ024598	U+8ADE	ヘン・ベン
MJ024604	U+8AE1	シ・イ・ジ・おくりな
MJ024608	U+8AE4	ガク
MJ024611	U+8AE6	テイ・タイ・ダイ・あきらめる・つまびらか・まこと
MJ024619	U+8AED	ユ・トウ・ツ・さとす
MJ024621	U+8AED	ユ・トウ・ツ・さとす
MJ024622	U+8AEE	シ・はかる
MJ024626	U+8AF1	キ・いみな・いむ
MJ024628	U+8AF1	キ・いみな・いむ
MJ024632	U+8AF3	アン・オン・トウ・ツ・そらんじる・そらよみする
MJ024636	U+8AF6	ジン・まこと
MJ024641	U+8AFA	ゲン・ガン・ことわざ
MJ024644	U+8AFC	ケン
MJ024647	U+8AFE	ダク・ナク・うべなう
MJ024649	U+8AFF	シュウ・ショ
MJ024653	U+8B04	トウ・ドウ・うつす
MJ024655	U+8B04	トウ・ドウ・うつす
MJ024662	U+8B0A	コウ・キョウ・ねごと
MJ024663	U+8B0A	コウ・キョウ・ねごと
MJ024664	U+8B0A	コウ・ねごと
MJ024665	U+8B0B	カク・ケキ・キャク・トク・ドク
MJ024669	U+8B0E	メイ・ベイ・なぞ
MJ024680	U+8B14	ギャク・たわむれる
MJ024684	U+8B17	ボウ・ホウ・そしる
MJ024686	U+8B19	ケン・キョウ・コウ・へりくだる
MJ024691	U+8B1A	シ・おくりな
MJ024692	U+8B1A	シ・おくりな
MJ024693	U+8B1B	コウ・ク
MJ024697	U+8B1D	シャ・あやまる
MJ024709	U+8B28	ボ・モ・バク・マク・はかる
MJ024713	U+8B2B	タク・チャク・サク・せめる
MJ024714	U+8B2C	ビュウ・あやまる
MJ024723	U+8B33	オウ・ウ・ク・うたう
MJ024728	U+8B37	ゴウ・そしる・かまびすしい
MJ024731	U+8B39	キン・コン・ゴン・つつしむ
MJ024736	U+8B3E	マン・バン・ベン・メン・あざむく・あなどる
MJ024741	U+8B41	カ・かまびすしい
MJ024742	U+8B41	カ・ケ・ゲ・ガ・かまびすしい
MJ024746	U+8B44	ソウ
MJ024747	U+8B44	ソウ
MJ024751	U+8B45	シュウ・ドウ・ノウ・しぶる・どもる
MJ024759	U+8B4C	カ・キ・ガ・ゲ・なまり
MJ024760	U+8B4C	カ・キ・ガ・ゲ・なまり
MJ024763	U+8B4F	キ・そしる
MJ024764	U+8B4F	キ・ケ・そしる
MJ024770	U+8B53	エ・ケイ
MJ024774	U+8B56	シン・そしる
MJ024777	U+8B58	シキ・しる
MJ024779	U+8B5A	タン・ダン・ドン・はなし
MJ024783	U+8B5C	フ
MJ024789	U+8B61	トウ
MJ024796	U+8B66	ケイ・キョウ・いましめる
MJ024800	U+8B69	イ・オク・エ・アイ・ヨク・イキ・ああ・おくび
MJ024802	U+8B6A	アイ
MJ024803	U+8B6A	アイ・まめまめしい
MJ024812	U+8B71	ゼン・よい
MJ024815	U+8B74	ケン・せめる
MJ024820	U+8B77	ゴ・コ・まもる
MJ024830	U+8B81	タク・せめる
MJ024832	U+8B81	タク・せめる
MJ024838	U+8B89	イ・ユイ
MJ024840	U+8B8A	ヘン
MJ024843	U+8B8B	ショウ・トウ・ドウ
MJ024845	U+8B8C	エン
MJ024859	U+8B99	カン・ケン・かまびすしい
MJ024869	U+8C3A	カ・ケ・こだま
MJ024871	U+8C3A	カ・こだま
MJ024872	U+8C3A	カ・こだま
MJ024877	U+8C3E	コウ・ロウ
MJ024879	U+8C3F	ケイ・たにがわ
MJ024881	U+8C41	カツ・カチ・ひらける・ひろい
MJ024883	U+8C41	カツ・ひらける・ひろい
MJ024884	U+8C41	カツ・カチ・ひらける・ひろい
MJ024889	U+8C45	ロウ・コウ・ク・ル
MJ024902	U+8C53	エン・なまめかしい
MJ024905	U+8C55	シ
MJ024907	U+8C55	シ・いのこ
MJ024910	U+8C57	カイ・ケ
MJ024913	U+8C59	ギ・ゲ
MJ024915	U+8C5A	トン・ぶた
MJ024922	U+8C61	ショウ・ゾウ・かた・かたどる・ぞう・のり
MJ024923	U+8C61	ショウ・ゾウ・かた・かたどる・ぞう・のり
MJ024927	U+8C62	カン
MJ024932	U+8C66	キョ・ゴ・コ・おおいのこ
MJ024937	U+8C6A	ゴウ・やまあらし
MJ024938	U+8C6A	ゴウ
MJ024940	U+8C6B	ヨ・あらかじめ
MJ024942	U+8C6C	チョ・シャ・いのしし
MJ024952	U+8C76	フン・ブン
MJ024956	U+8C79	ヒョウ・ホウ・ひょう
MJ024983	U+8C93	ビョウ・ミョウ・ボウ・ねこ
MJ024989	U+8C98	バク・ミャク
MJ024992	U+8C9B	カン・ガン・ケン・ゲン・まみ
MJ024998	U+8CA0	フ・ブ・フウ・まける・まかす・おう
MJ025000	U+8CA0	フ・まける・まかす・おう
MJ025008	U+8CA7	ヒン・ビン・まずしい
MJ025010	U+8CA8	カ・たから
MJ025014	U+8CAB	カン・ケン・ワン・つらぬく
MJ025015	U+8CAB	カン・つらぬく
MJ025038	U+8CC1	ヒ・ホン・フン・ブン・リク・ロク・ビ・ハン
MJ025043	U+8CC5	カイ・ガイ
MJ025046	U+8CC7	シ・もと
MJ025050	U+8CCA	ゾク・ソク・そこなう
MJ025053	U+8CCB	コウ・あきらか
MJ025087	U+8CED	ト・ツ・かけ・かける
MJ025094	U+8CF2	ホウ・たもつ
MJ025103	U+8CFA	タン・すかす
MJ025105	U+8CFB	フ
MJ025106	U+8CFC	コウ・ク・あがなう
MJ025108	U+8CFC	コウ
MJ025119	U+8D05	ゼイ・セ・ギョウ・セイ・ゴウ・いぼ
MJ025124	U+8D09	タン・ドン
MJ025126	U+8D0A	サン・たすける
MJ025130	U+8D0E	バン・マン・ライ・レイ
MJ025131	U+8D0F	エイ・ヨウ・あまり・かつ
MJ025133	U+8D0F	エイ・ヨウ・あまり・かつ
MJ025134	U+8D0F	エイ・ヨウ・あまり・かつ
MJ025136	U+8D10	シン・ジン・はなむけ
MJ025138	U+8D11	カン・コウ・ク・コン
MJ025141	U+8D13	ゾウ
MJ025150	U+8D1B	カン・トウ・コウ・ク・コン・おろか
MJ025153	U+8D1C	ゾウ・かくす
MJ025154	U+8D1C	ゾウ
MJ025166	U+8D6D	シャ・あかつち
MJ025172	U+8D73	キュウ・ク
MJ025174	U+8D73	キュウ
MJ025179	U+8D77	キ・おきる・おこる・おこす
MJ025191	U+8D82	チン・おう
MJ025214	U+8D99	チョウ・ジョウ・キョウ
MJ025231	U+8DA9	チョク・チキ
MJ025238	U+8DAF	テキ・おどる
MJ025245	U+8DB9	ケツ・ケチ・ケイ・ケ
MJ025249	U+8DBC	ゲン・ケン
MJ025261	U+8DC7	エイ・テイ・セイ・ゼイ
MJ025266	U+8DCB	ハツ・バツ・ハイ・バチ・ふむ・おくがき・つまづく・こえる
MJ025282	U+8DDA	サン
MJ025284	U+8DDA	サン
MJ025285	U+8DDA	サン
MJ025288	U+8DDD	キョ・ゴ・けづめ
MJ025296	U+8DE4	コウ・キョウ・はぎ・すね
MJ025301	U+8DE8	ケ・ク・カ・カイ・コ・またぐ
MJ025305	U+8DEB	キョウ・コウ・あしおと
MJ025311	U+8DF0	ヘイ・ホウ・ヒョウ・ヘン・ベン
MJ025315	U+8DF3	チョウ・はねる・とぶ
MJ025332	U+8E09	ロウ
MJ025365	U+8E30	ユ・ヨウ・こえる
MJ025374	U+8E38	チン・タン・テン
MJ025386	U+8E43	ジャク・ニャク・ダク・ジャ・ニャ・ダ・ナ
MJ025388	U+8E44	テイ・ひづめ
MJ025390	U+8E46	タイ
MJ025394	U+8E48	トウ・ふむ
MJ025397	U+8E4A	ケイ
MJ025399	U+8E4B	トウ・ドウ・ふむ
MJ025408	U+8E55	ヒツ・さきばらい
MJ025418	U+8E5E	キ・かたあし
MJ025423	U+8E62	テキ・タク・たたずむ・たちもとおる・ひづめ
MJ025435	U+8E6E	セン
MJ025436	U+8E6E	セン
MJ025440	U+8E71	ショウ・シュ・チョウ・チュ
MJ025442	U+8E72	ソン・シュン
MJ025443	U+8E72	ソン・シュン
MJ025449	U+8E77	カチ・ケイ・ケチ・ケツ・たおれる・つまずく
MJ025462	U+8E87	チャク・チョ・ジョ・ためらう
MJ025463	U+8E87	チャク・チョ・ためらう
MJ025466	U+8E89	トン
MJ025470	U+8E8D	ヤク・テキ・チャク・おどる
MJ025475	U+8E91	テキ・ジャク
MJ025476	U+8E91	テキ
MJ025477	U+8E91	テキ
MJ025486	U+8E9A	セン
MJ025493	U+8EA1	ジョウ・ふむ
MJ025494	U+8EA1	ジョウ・ふむ
MJ025504	U+8EAA	リン・ふむ
MJ025507	U+8EAC	キュウ・み
MJ025511	U+8EAF	ク・からだ
MJ025513	U+8EB0	タイ・からだ
MJ025527	U+8EBD	エン
MJ025529	U+8EBE	しつけ
MJ025532	U+8EC0	ク・からだ・み・むくろ
MJ025537	U+8EC4	ショク・シキ・トク・ドク・シ・つかさどる・つとめ・つかさ・もとより
MJ025539	U+8EC5	たか
MJ025541	U+8EC6	タイ
MJ025544	U+8EC8	やがて
MJ025558	U+8ED4	ジン・ジ・ニ・ニン
MJ025586	U+8EF1	コ・ク
MJ025606	U+8F03	カク
MJ025624	U+8F13	バン・ひく
MJ025636	U+8F1D	キ・かがやく
MJ025638	U+8F1E	モウ
MJ025644	U+8F24	セン
MJ025651	U+8F29	ハイ
MJ025668	U+8F38	ユ・シュ・おくる
MJ025682	U+8F44	カツ・ゲチ・カイ・ケ・ガチ・くさび
MJ025684	U+8F44	カツ・くさび
MJ025693	U+8F4C	そり
MJ025700	U+8F52	フン
MJ025702	U+8F54	リン・ふみにじる・ふむ
MJ025705	U+8F55	カツ・ケチ
MJ025723	U+8F65	リン
MJ025726	U+8F9B	シン・カン・ケン・からい
MJ025740	U+8FAC	ハン・まだら
MJ025743	U+8FAD	ジ・シ・やめる
MJ025748	U+8FB1	ジョク・ニク・はずかしめる・かたじけない・はずかしめ
MJ025754	U+8FB7	すべる
MJ025759	U+8FBA	ヘン・あたり・べ
MJ025760	U+8FBB	つじ
MJ025763	U+8FBC	こむ・こめる・こみ
MJ025765	U+8FBE	タツ・タチ・タイ・とおる
MJ025767	U+8FBF	テン・たどり・たどる
MJ025772	U+8FC2	ウ
MJ025774	U+8FC3	ウ
MJ025776	U+8FC3	ウ
MJ025777	U+8FC4	キツ・コチ・まで・いたる
MJ025780	U+8FC5	ジン・シン・シュン・はやい
MJ025781	U+8FC6	イ
MJ025786	U+8FCA	ソウ
MJ025788	U+8FCB	オウ・キャク・キョク・ゆく
MJ025791	U+8FCD	チュン・トン・たちもとおる・ゆきなやむ
MJ025794	U+8FCE	ゲイ・ギョウ・むかえる
MJ025799	U+8FD1	キン・コン・キ・ちかい
MJ025800	U+8FD2	コウ・ゴウ・あしあと・わだち
MJ025802	U+8FD3	ガ・ギョ・ゲ・ゴ・むかえる
MJ025803	U+8FD3	ガ・ギョ・ゲ・ゴ・むかえる
MJ025806	U+8FD4	ヘン・ホン・ハン・バン・かえす・かえる
MJ025807	U+8FD5	ゴ・さからう・そむく
MJ025812	U+8FDA	とて・とても
MJ025817	U+8FE0	チョウ・ショウ・ゆく
MJ025819	U+8FE1	デイ・ちかい
MJ025821	U+8FE2	チョウ
MJ025823	U+8FE3	セイ・テイ・レイ・さえぎる
MJ025825	U+8FE4	イ・タ・ダ・これ
MJ025827	U+8FE5	ケイ・ギョウ・はるか
MJ025829	U+8FE6	カ・カイ・キャ・ケ・ゲ
MJ025833	U+8FE8	タイ・いたる・およぶ・ねがう・まで
MJ025836	U+8FE9	ニ・ジ・ちかい
MJ025837	U+8FE9	ニ・ジ・ちかい
MJ025839	U+8FEA	テキ・ジャク・トク・ドク・みち
MJ025841	U+8FEB	ハク・ヒャク・せまる
MJ025843	U+8FEC	オウ
MJ025845	U+8FED	テツ・デチ・イツ・イチ・たがいに
MJ025846	U+8FEE	サク・せまる
MJ025849	U+8FEF	トウ・にげる
MJ025850	U+8FEF	トウ・にげる
MJ025852	U+8FF0	ジュツ・シュツ・ジュチ・のべる
MJ025853	U+8FF1	タ・イ
MJ025856	U+8FF4	エ・カイ・めぐる・まわる
MJ025858	U+8FF5	ズ・トウ・すぎる・とおる
MJ025862	U+8FF7	メイ・ベイ・ビ・ミ・まよう
MJ025864	U+8FF8	ホウ・はしる・ほとばしる
MJ025865	U+8FF9	セキ・あと
MJ025867	U+8FFA	ダイ・ナイ・すなわち
MJ025869	U+8FFB	イ・うつす・うつる
MJ025872	U+8FFD	ツイ・タイ・テ・スイ・ズイ・おう
MJ025874	U+8FFE	レツ・レイ・さえぎる
MJ025876	U+8FFF	シュン・ジュン・ケン・さきんずる
MJ025879	U+9000	タイ・テ・トン・しりぞく・しりぞける
MJ025881	U+9001	ソウ・ス・おくる
MJ025882	U+9002	カツ・はやい
MJ025885	U+9003	トウ・ドウ・にげる・にがす・のがす・のがれる
MJ025886	U+9004	ホウ・ふさぐ
MJ025887	U+9004	ボウ・ホウ
MJ025889	U+9005	コウ・あう・まみえる
MJ025892	U+9006	ギャク・ゲキ・さか・さからう
MJ025895	U+9008	ケイ
MJ025897	U+900B	ホ・のがれる・にげる
MJ025899	U+900C	ユ・ユウ・くつろぐ・ゆるやか
MJ025901	U+900D	ショウ・さまよう
MJ025903	U+900D	ショウ
MJ025904	U+900E	シュウ・せまる
MJ025906	U+900E	シュウ・せまる・つよい
MJ025907	U+900E	シュウ・せまる
MJ025909	U+900F	トウ・ツ・シュク・すく・すかす・すける・とおる
MJ025911	U+9010	チク・ジク・テキ・ジャク・チュウ・ジュ・トン・ドン・おう
MJ025912	U+9010	チク・ドク・テキ・ジャク・チュウ・ジュ・トン・ドン・おう
MJ025913	U+9011	キュウ・つれあい
MJ025915	U+9011	キュウ・つれあい
MJ025918	U+9013	テイ
MJ025920	U+9014	ト・ズ・みち
MJ025921	U+9015	ケイ・キョウ・こみち
MJ025923	U+9016	テキ・とおい
MJ025925	U+9016	テキ・とおい
MJ025926	U+9017	ズ・トウ・チュ・ジュ・キ・とどまる
MJ025929	U+9018	ギ・シ・ゲ・ジ・すすむ・まつ
MJ025930	U+9019	シャ・ゲン・ゴン・はい・はう・むかえる
MJ025933	U+901A	ツウ・ツ・トウ・とおる・とおす・かよう
MJ025934	U+901B	キョウ・あざむく
MJ025938	U+901D	セイ・ゼイ・セツ・ゼチ・ゆく
MJ025939	U+901E	テイ・たくましい
MJ025940	U+901E	テイ・エイ・チョウ・ヨウ・たくましい
MJ025942	U+901E	テイ・エイ・チョウ・たくましい
MJ025945	U+901F	ソク・はやい・はやめる・すみやか
MJ025947	U+9020	ゾウ・ソウ・ショウ・つくる
MJ025949	U+9021	シュン・しりぞく・しさる
MJ025951	U+9022	ホウ・ブ・ボ・あい・あう・むかえる
MJ025954	U+9023	レン・ラン・つらなる・つらねる・つれる
MJ025955	U+9024	サ
MJ025959	U+9027	さこ・せこ・はざま・ざこ
MJ025961	U+9028	ライ
MJ025962	U+9029	ホン・はしる
MJ025964	U+902A	サク・まじる
MJ025966	U+902B	ケツ・とおい
MJ025968	U+902C	ホウ・ヒョウ・はしる・ほとばしる
MJ025970	U+902D	カン・ガン・のがれる
MJ025973	U+902E	タイ・ダイ・テイ・デ・およぶ
MJ025974	U+902F	リョク・ロク・タイ・ゆく
MJ025978	U+9031	シュウ・シュ・めぐる
MJ025980	U+9032	シン・ジン・すすむ・すすめる
MJ025982	U+9034	タク・チャク・とおい
MJ025984	U+9035	キ・おおじ
MJ025986	U+9035	キ
MJ025989	U+9036	イ
MJ025991	U+9037	テキ・とおい
MJ025994	U+9038	イツ
MJ025995	U+9038	イツ
MJ025996	U+9038	イツ
MJ025998	U+9039	タツ
MJ026000	U+9039	タツ・ダチ・タチ・とおる・とどく
MJ026001	U+9039	タツ・ダチ・タチ・とおる・とどく
MJ026003	U+903C	ヒツ・ヒョク・ヒキ・せまる
MJ026005	U+903E	ユ・トウ・いよいよ・こえる
MJ026007	U+903E	ユ・いよいよ・こえる
MJ026008	U+903F	トウ・すぎる
MJ026010	U+9040	ズイ・したがう
MJ026012	U+9041	トン・ドン・シュン・のがれる
MJ026014	U+9041	トン・のがれる
MJ026016	U+9042	スイ・とげる
MJ026017	U+9042	スイ・ズイ・とげる
MJ026018	U+9042	スイ・とげる
MJ026021	U+9044	セン・ゼン
MJ026024	U+9045	チ・おくれる・おくらす・おそい
MJ026027	U+9047	グウ・ゴウ・グ・ギョウ・あう
MJ026028	U+9047	グウ・グ・ゴウ・ギョウ
MJ026030	U+9049	テイ・うかがう・さすが・さすがに
MJ026033	U+904A	ユウ・ユ・あそぶ
MJ026035	U+904B	ウン・はこぶ
MJ026036	U+904C	ガク・ゴ・であう
MJ026038	U+904C	ガク・ゴ・グ・であう
